1,0,4
5,0,4
10,682,4
15,2094,4
20,3498,4
25,4504,4
30,4963,4
35,5024,4
40,5074,4
45,5124,4
50,5174,4
55,5174,4
60,5174,4
65,5174,4
70,5174,4
75,5174,4
80,5174,4
85,5174,4
90,5174,4
