16,327.5088029,3
1,248.7098693,3
1,1870.651191,3
1,190.2103037,3
1,607.1212066,3
1,1870.651191,3
1,607.1212066,3
1,1870.651191,3
1,607.1212066,3
1,42.19906814,4
1,1869.716333,3
1,607.1212066,3
1,42.19906814,4
1,1870.464219,3
1,607.1212066,3
1,42.19906814,4
1,1870.464219,3
1,607.1212066,3
1,42.19906814,4
2,5.558170997,3
2,5.558170997,3
2,5.558170997,3
2,60.31744878,3
2,5.558170997,3
2,60.34157576,3
2,60.34157576,3
2,60.31744878,3
3,50.46030468,3
3,1116.359527,3
3,26.01461065,5
3,1415.786611,2
3,109.337954,3
3,821.2370005,3
3,50.46030468,3
3,1415.786611,2
3,109.337954,3
3,821.2370005,3
3,50.46030468,3
3,109.337954,3
3,821.2370005,3
3,50.46030468,3
3,821.2370005,3
3,50.46030468,3
3,821.2370005,3
3,55.71241591,5
3,6.929226309,2
3,821.2370005,3
3,55.71241591,5
3,6.929226309,2
3,8.254827319,3
4,271.3383963,4
4,1547.306975,3
4,117.4132704,2
4,4.885574636,4
4,17.31382069,5
4,20.7878354,3
4,271.3383963,4
4,1547.306975,3
4,4.885574636,4
4,17.31382069,5
4,20.7878354,3
4,561.4896256,4
4,271.3383963,4
4,1547.306975,3
4,4.885574636,4
4,17.31382069,5
4,20.7878354,3
4,561.4896256,4
4,814.8181466,3
4,271.3383963,4
4,1547.306975,3
4,4.877283254,4
4,17.3051681,5
4,20.7878354,3
4,561.4896256,4
4,815.1440738,3
4,271.3383963,4
4,1547.306975,3
4,17.31209017,5
4,20.7878354,3
4,79.22945322,5
4,561.4896256,4
4,815.1440738,3
4,271.3383963,4
4,1547.306975,3
4,17.31209017,5
4,20.8501989,3
4,79.59390871,5
4,23.86820835,3
4,561.4896256,4
4,816.2033374,3
4,271.3383963,4
4,17.31209017,5
5,207.116641,5
5,73.59631289,4
5,214.497116,4
5,229.6860583,3
5,8.463200109,3
5,207.1372949,5
5,73.59631289,4
5,214.497116,4
5,229.6403814,3
5,8.463200109,3
5,65.84118452,5
5,13.9367835,3
